new unique backpack ! combines vintage with modern ! URL1283 via @USER415	ADJ ADJ NOUN PUNCT VERB NOUN ADP PROPN PUNCT X ADP PROPN
‘ A time bomb waiting to explode ’ – Survey reveals GPs ’ concerns about mental health services for young people #teens #health	PUNCT DET NOUN NOUN VERB ADP PROPN PUNCT PUNCT NOUN PROPN PROPN PUNCT VERB ADP PROPN NOUN NOUN ADP ADJ NOUN NOUN X
RT @USER422 : What the ...... URL761	X X PUNCT PRON DET NOUN NOUN
RT @USER33 : 5000 #TheNextGalaxy retweets in 30 mins unlock the box ! RT & you stand a chance to WIN R30000 with @USER1173 URL1564 …	X X PUNCT PROPN NOUN NOUN ADP NUM NOUN VERB DET NOUN PUNCT VERB CCONJ PRON VERB DET NOUN PART VERB VERB ADP PROPN X PUNCT
Let 's take a cruise 🌀 URL243	VERB PART VERB DET NOUN NOUN X
RT @USER2415 : Asaram BapuJi - ' Parenthood is beyond castes & religions . Respect ur parents ! ' #LovedParentsWorshipDay URL777	X X PUNCT PROPN NOUN PUNCT PUNCT PROPN AUX ADP NOUN CCONJ NOUN PUNCT NOUN PRON NOUN PUNCT PUNCT PROPN NOUN
#NowPlaying Shawn Mendes Camila Cabello - I Know What You Did Last Summer :: Tune In : URL780	X PROPN PROPN PROPN NOUN PUNCT PRON VERB PRON PRON VERB ADJ NOUN NOUN VERB ADP PUNCT X
@USER253 Oxygen ...... I need oxygen . I 'm laughing so hard on forgot to breath 😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂😂	PROPN PROPN PROPN PRON VERB PROPN PUNCT PRON AUX VERB ADV ADJ ADP NOUN ADP NOUN NOUN
RT @USER749 : This is the # 1 tip sheet for dealing with stress : URL1204 URL806	X X PUNCT PRON AUX DET NOUN NUM NOUN NOUN ADP NOUN ADP PROPN PUNCT PROPN X
Yes RT @USER2261 : Honest opinion do I come off as a nigga with multiple women ?	INTJ X X PUNCT PROPN NOUN AUX PRON VERB ADP ADP DET NOUN ADP PROPN NOUN PUNCT
@USER730 @USER1279 @USER2031 want to dota ?	PROPN PROPN NOUN VERB ADP PROPN PUNCT
RT @USER630 : The first picture is Chicago at 2:30 on April 2 , 2016 The second picture is Chicago at 2:40 April 2 , 2016 🌞🌚 URL223 …	X X PUNCT DET ADJ NOUN AUX PROPN ADP PROPN ADP PROPN NUM PUNCT NUM DET ADJ NOUN AUX PROPN ADP PROPN PROPN NUM PUNCT NUM PROPN X PUNCT
RT @USER284 : I imagine feminists are gon na be insufferable about it .	X X PUNCT PRON VERB PROPN AUX VERB PART AUX ADJ ADP PRON PUNCT
RT @USER1625 : 13 . " why do n't i have a penis " I CANTRS BREATHE URL570	X X PUNCT X PUNCT PUNCT ADV AUX PART PRON VERB DET NOUN PUNCT PRON VERB ADJ NOUN
Lmao these dudes are at mcgolf URL1280	INTJ DET NOUN AUX ADP PROPN NOUN
6 reasons you need to buy auto insurance URL671	NUM NOUN PRON VERB PART VERB NOUN NOUN X
RT @USER1384 : Groupme emojis way more lit than the regular iOS emojis 😞	X X PUNCT PROPN VERB NOUN ADV VERB ADP DET NOUN PROPN X SYM
RT @USER1839 : I need to fall In Love with a New Rap song . It s been long	X X PUNCT PRON VERB PART VERB SCONJ VERB ADP DET ADJ NOUN NOUN PUNCT PRON AUX AUX ADJ
Arab & Iranian Leaders Who Are Mostly Muslims & Read The Quran MUST Become Role Models For Promoting The Unity of The Human Family .	PROPN CCONJ PROPN VERB PRON AUX ADJ NOUN CCONJ VERB DET NOUN PROPN PROPN NOUN NOUN SCONJ VERB DET NOUN ADP DET ADJ NOUN PUNCT
Wan na have a deep conversation	VERB PART VERB DET ADJ NOUN
@USER316 @USER1030 the UK that existed then does n't exist now . Next !	PROPN VERB DET PROPN PRON VERB ADV AUX PART VERB ADV PUNCT ADJ PUNCT
RT @USER1616 : electric forest 🌲	X X PUNCT PROPN NOUN X
@USER1505 loved it ... thank you so much	PROPN ADJ PRON PUNCT VERB PRON ADV ADV
Found a Transponder Snail ! Giants , sea monsters and other amazing encounters ! URL1483 #TreCru URL259	VERB DET ADJ NOUN PUNCT PROPN PUNCT NOUN NOUN CCONJ ADJ ADJ NOUN PUNCT VERB X X
Another day to be productive 💪🏾 #LetsGetIt 👊🏾	DET NOUN PART AUX ADJ PROPN NOUN X
@USER2014 of @USER1220 a HAPPY 28th BIRTHDAY ! #NBABDAY URL909	VERB ADP VERB DET ADJ PROPN PROPN PUNCT X X
@USER1712 @USER1362 I 'm already dead	PROPN PROPN PRON AUX ADV ADJ
When you 're happy , you enjoy the music and when you 're sad , you understand the lyrics . #markisanation	ADV PRON AUX ADJ PUNCT PRON VERB DET NOUN CCONJ ADV PRON AUX ADJ PUNCT PRON VERB DET NOUN PUNCT X
RT @USER1627 : I 'm tryna get in a healthy relationship , shit 😂😂 URL231	X X PUNCT PRON AUX VERB VERB ADP DET ADJ NOUN PUNCT NOUN SYM X
Hello @USER174 , thank you for partnering with us . We are always delighted to serve you . Do have a great day .	INTJ PROPN PUNCT VERB PRON ADP ADJ ADP PRON PUNCT PRON AUX ADV ADJ PART VERB PRON PUNCT AUX VERB DET ADJ NOUN PUNCT
Cant wait . 🙈💃 Temme your gang is winning right ? 😥 Haina ? 😋 URL631	PROPN VERB PUNCT PROPN VERB PRON NOUN AUX VERB ADV PUNCT PROPN PROPN PUNCT X X
#CinObservatory #OHWX : Temp : -0.28 °C , Hum : 68 % , Bar : mb , UV : 1/1600 , As of : April 10 , 2016 at 12:04 AM	PROPN PROPN PUNCT PROPN PUNCT PROPN NOUN PUNCT PROPN PUNCT PROPN SYM PUNCT PROPN PUNCT NOUN PUNCT PROPN PUNCT PROPN PUNCT ADV ADP PUNCT PROPN NUM PUNCT NUM ADP PROPN NOUN
@USER1605 Bracelet in right hand is missing Piercing on chin is missing #SpotTheMissing .	PROPN NOUN ADP ADJ NOUN AUX ADJ NOUN ADP PROPN AUX ADJ NOUN PUNCT
Fuck today . Fuck Imogen . Fuck all of it !	PROPN NOUN PUNCT VERB PROPN PUNCT VERB DET ADP PRON PUNCT
RT @USER522 : “ It ’s a red flag ” — Polar bears are losing weight as #Arctic sea ice melts . URL526 #SaveTheArctic URL221 …	X X PUNCT PUNCT PRON AUX DET ADJ NOUN PUNCT PUNCT PROPN NOUN AUX VERB NOUN ADP PROPN NOUN PROPN NOUN PUNCT PROPN X X PUNCT
@USER1003 ok lol also I have never been awake at 5 in years lol earliest I get up at is 8 in the morning lol	PROPN PROPN INTJ ADV PRON VERB ADV AUX ADJ ADP NUM ADP NOUN INTJ SCONJ PRON VERB ADP ADV AUX NUM ADP DET NOUN INTJ
[ OnlyPiolou ] is available since 2 minute ( s ) ! ( 2016-03-19 11:38:49 ) ( UTC+01:00 ) - #minecraft	PUNCT PROPN PUNCT AUX VERB ADP NUM NOUN PUNCT ADJ PUNCT PUNCT PUNCT PROPN PROPN PUNCT PUNCT PROPN PUNCT PUNCT PROPN
RT @USER1337 : Classic 😁 URL1443	X X PUNCT ADJ NOUN NOUN
RT @USER648 : @USER2067 @USER790 @USER661 @USER1148 @USER1751 means ya get to start drinking whenever ya want	X X PUNCT PROPN PROPN PROPN PROPN NOUN VERB PRON VERB PART VERB PROPN ADV PRON VERB
Votes from thepeoplepick what person isthe next sittingpresident . " WHO PICKS " THEPEOPLE THAT WILLBETHE PERSONS WE VOTE FOR2BE NEXT PRESIDENT . ?	VERB ADP VERB PRON NOUN PROPN ADJ NOUN PUNCT PUNCT PRON VERB PUNCT VERB DET NOUN VERB PRON VERB PROPN PROPN NOUN PUNCT PUNCT
SOON : We reveal the secret signals your body 's giving off without you even knowing ... #TMS7	PROPN PUNCT PRON VERB DET NOUN VERB PRON NOUN PART VERB ADP ADP PRON ADV PROPN PUNCT X
Just posted a photo @ La Provence Lake Oswego URL237	ADV VERB DET NOUN ADP PROPN PROPN PROPN X X
Why the Stakes Are So High in Today ’s Rivers Election URL1634	ADV DET NOUN AUX ADV ADJ ADP NOUN PART PROPN NOUN SYM
RT @USER838 : I want to be with you . Everyday .	X X PUNCT PRON VERB PART AUX ADP PRON PUNCT PROPN PUNCT
RT @USER129 : I , a large wrinkle , have made these smaller wrinkles . URL1067	X X PUNCT PRON PUNCT DET NOUN NOUN PUNCT AUX VERB DET ADJ NOUN PUNCT X
You prefer to keep the peace but you might feel called to spea ... More for Libra URL1015	PRON VERB PART VERB DET NOUN CCONJ PRON AUX VERB VERB ADP PROPN PUNCT ADJ ADP PROPN X
HAHAHAHAH OMG KHLOE IF YOU WANT TO DRAG SOMEONE PLEASE DONT END UP BEING EMBARRASSING	PROPN INTJ VERB SCONJ PRON VERB PART PROPN PROPN INTJ PROPN NOUN ADP NOUN X
RT @USER28 : On October 7 • Fifth Harmony will perform at the Manchester Arena Capacity : 21,000 People #727Tour URL736	X X PUNCT ADP PROPN NUM PROPN PROPN PROPN AUX VERB ADP DET PROPN PROPN X PUNCT PROPN NOUN NOUN X
Till I loved , I never lived -- enough . - Emily Dickinson	PROPN PRON ADJ PUNCT PRON ADV VERB PUNCT ADJ PUNCT PUNCT PROPN X
@USER879 last time I checked . July 22nd is in fact in summer ???	PROPN ADJ NOUN PRON VERB PUNCT PROPN PROPN AUX ADP NOUN ADP NOUN PUNCT
RT @USER1552 : This Man 's Blackheads Were Popped Out , See The Shocking Transformation After URL1248 URL492 …	X X PUNCT DET NOUN PART ADJ PROPN VERB ADV PUNCT VERB DET NOUN NOUN ADP PROPN X PUNCT
ayerene - @USER1654 - babe - zayn -spongeboobs - pretty af - ia bc school ily 😽	PROPN PUNCT PROPN PUNCT PROPN PUNCT PROPN PROPN PUNCT ADV NOUN PUNCT PROPN ADP NOUN VERB SYM
RT @USER1621 : As Assad destroys much of health system , Syrians die as often of chronic disease as bullets . URL1082 htt …	X X PUNCT SCONJ VERB PROPN ADJ ADP NOUN NOUN PUNCT PROPN VERB ADP ADV ADP PROPN NOUN ADP PROPN PUNCT X X PUNCT
@USER198 thanks for getting back to me so quickly .	ADJ NOUN SCONJ VERB ADV ADP PRON ADV PROPN PUNCT
Morning lovelies ✨ hope you have a wonderful day 💐 xxx URL1462	PROPN PROPN SYM VERB PRON VERB DET ADJ NOUN NOUN SYM X
RT @USER1996 : Team B - Climax 140413 , YG Family Power 2014 Tour in Japan Junhoe singing with a pistachio stuck in his throat ! 😱😉 URL218 …	X X PUNCT NOUN NOUN PUNCT PROPN PROPN PUNCT PROPN NOUN PROPN ADJ NOUN ADP PROPN PROPN VERB ADP DET NOUN VERB ADP PRON NOUN PUNCT X X PUNCT
RT @USER2560 : #EURO2016 Group F FT #POR 0-0 #AUT URL792	X X PUNCT X PROPN PROPN PROPN PROPN PROPN NOUN X
RT @USER1752 : hair color by your 's truly URL364	X X PUNCT NOUN NOUN ADP PRON AUX ADV SYM
@USER111 #Prophecy of #StrictlyBidness on #ReverbNation #HitPlay URL1132	PROPN NOUN ADP NOUN ADP PROPN PROPN X
Turkey 's Erdogan pours cold water on hopes of progress on EU deal URL571 via @USER1123	PROPN AUX VERB ADJ NOUN NOUN ADP NOUN ADP NOUN ADP PROPN PROPN X ADP PROPN
RT @USER2000 : Mother - daughter relationship like Atita Haris & her daughter please ! 😍😍😍 URL1053	X X PUNCT PROPN PUNCT PROPN NOUN ADP PROPN NOUN CCONJ PRON NOUN INTJ PUNCT SYM X
RT @USER2320 : * opens Snapchat * " so today I was .... " " I just hate when .. " " lem me tell y'all what just happe .... " " my boyfriend .. " URL218 …	X X PUNCT PUNCT PROPN PROPN PUNCT PUNCT ADV NOUN PRON AUX PUNCT PUNCT PUNCT PRON ADV VERB ADV PUNCT PUNCT PUNCT VERB PRON VERB PRON PRON ADV PROPN PUNCT PUNCT PUNCT PRON NOUN PUNCT PUNCT X PUNCT
#PromoProduct Need Something For the Office ? Choose Branded Merchandise As Corporate Gifts URL1126	PROPN VERB VERB ADP DET NOUN PUNCT VERB ADJ NOUN SCONJ PROPN X X
LIMITED EDITION half nudes	PROPN PROPN NOUN NOUN
@USER858 block 2C	PROPN PROPN NOUN
LloydsPharmacy : Pharmacist - Attleborough #Pharmacy URL1162	PROPN PUNCT PROPN PUNCT PROPN PROPN X
Whatever song @USER1393 just made me listen to by ariana grande completely snatched me I 'm changed	PROPN NOUN NOUN ADV VERB PRON VERB ADP ADP PROPN PROPN PROPN VERB PRON PRON AUX VERB
RT @USER22 : RT & REPLY ! #iHeartAwards #BestFanArmy #5SOSFam URL261	X X PUNCT VERB CCONJ VERB PUNCT X X X X
Sooooo good to find the London #culinary scene is still as #awesome as ever thank you @USER818 #raresteak URL952	PROPN ADJ PART VERB DET PROPN PROPN NOUN AUX ADV SCONJ NOUN SCONJ ADV VERB PRON VERB NOUN NOUN
Helping You Get A Better Understanding About Employment With Simple Tips URL1051	PROPN PRON VERB DET ADJ NOUN ADJ NOUN ADP PROPN NOUN X
#porn #porn Swipe Hookup - meet sexy ladies for SEX DATING - visit : URL553 URL697	PROPN PROPN PROPN PROPN PUNCT VERB ADJ NOUN ADP PROPN PROPN PUNCT PROPN PUNCT X NOUN
Want to bang me ? URL1254 #ass #butt #orgies #sexygifs URL245	VERB PART VERB PRON PUNCT PROPN PROPN PROPN NOUN NOUN X
best thing ever is definitely when people read your message and do n't reply	ADJ NOUN ADV AUX ADV ADV NOUN VERB PRON NOUN CCONJ AUX PART VERB
👌💃 ( with family at Mie Alfin Pengayoman ) — URL1300	PROPN PUNCT ADP NOUN ADP PROPN PROPN PROPN PUNCT PUNCT X
RT @USER990 : @USER1815 and yet u chose to make the unarmed victim look like a criminal in this case .. 🤔	X X PUNCT VERB CCONJ VERB PRON VERB PART VERB DET NOUN NOUN VERB SCONJ DET NOUN ADP DET NOUN PUNCT SYM
I stay getting mad at old shit I need to stop 😭	PRON VERB VERB ADJ ADP ADJ NOUN PRON VERB PART VERB SYM
RT @USER2007 : Your heart beats about 100,00 times in one day and 36.5 million times in a year .	X X PUNCT PRON NOUN NOUN ADP ADJ NOUN ADP NUM NOUN CCONJ VERB NUM NOUN ADP DET NOUN PUNCT
RT @USER311 : Lovable AND Quick Do it yourself VALENTINE 'S Working day Presents | THE SORRY Girls - URL1459	X X PUNCT PROPN CCONJ NOUN VERB PRON PRON NOUN PART VERB NOUN PROPN SYM DET ADJ NOUN PUNCT X
well it s a dream job for many , some in the testing section haha URL694	INTJ PRON AUX DET NOUN NOUN ADP ADJ PUNCT DET ADP DET NOUN PROPN INTJ VERB
I hate not getting my way and I hate being told no but I m never told no and I always get my way so I have no complaints 😂	PRON VERB PART VERB PRON NOUN CCONJ PRON VERB AUX VERB DET CCONJ PRON AUX ADV VERB DET CCONJ PRON ADV VERB PRON NOUN ADV PRON VERB DET NOUN SYM
RT @USER1515 : I needa stop sleeping thru like half the day BC I always end up being up all night 🙃	X X PUNCT PRON VERB VERB VERB NOUN ADP NOUN DET NOUN SCONJ PRON ADV VERB ADV AUX ADP DET NOUN SYM
RT @USER2023 : try this class out let me know what you think URL1547	X X PUNCT VERB DET NOUN ADV VERB PRON VERB PRON PRON VERB SYM
RT @USER1520 : Mitch to Raul - I think Nikki ca nt win but Tim can . I think he says he does nt want to win but he does #BBCAN4	X X PUNCT VERB ADP PROPN PUNCT PRON VERB PROPN AUX PART VERB CCONJ NOUN AUX PUNCT PRON VERB PRON VERB PRON AUX PART VERB PART VERB CCONJ PRON VERB ADJ
RT @USER327 : Type of girl I want 🙌🏼 URL365	X X PUNCT VERB ADP NOUN PRON VERB ADJ SYM
Pain is just a consequence of love	PROPN AUX ADV DET NOUN ADP NOUN
@USER2500 w me in background	VERB ADP PRON ADP PROPN
@USER1040 cool dude you are 😎	PROPN ADJ NOUN PRON AUX SYM
RT @USER1864 : Beautiful California Flower Fields You Must Visit This Spring ► URL337 @USER1336 #SanDiego URL218 …	X X PUNCT ADJ PROPN PROPN PROPN PRON AUX VERB DET NOUN PROPN PROPN X X X PUNCT
How to fill baseball 's biggest roster holes : Dozens of free agents remain unsigned , including many household n ... URL1602	ADV ADP PROPN PROPN PART ADJ ADJ NOUN PUNCT VERB ADP ADJ NOUN PROPN PROPN PUNCT PROPN ADJ NOUN CCONJ PUNCT X
RT @USER1811 : iTunes US : 64 ( + 2 ) Demi Lovato - Body Say ! Buy or gift here : URL1593	X X PUNCT PROPN PROPN PUNCT PROPN PUNCT SYM NUM PUNCT PROPN PROPN PUNCT PROPN VERB PUNCT VERB CCONJ VERB ADV PUNCT X
Donald Trump Reads The Snake Lyric At Campaign Rally Referring To Immigr ... URL295 via @USER1490	PROPN PROPN VERB DET NOUN NOUN ADV ADJ NOUN NOUN ADP NOUN PUNCT VERB ADP PROPN
RT @USER1980 : Curse on Such TABDEELi And New Pakistan in which Women being Molested , Harassed by their own Hooligans !!! #PTIwomenMolesters	X X PUNCT NOUN ADP PROPN NOUN CCONJ ADJ NOUN ADP DET NOUN AUX NOUN PUNCT VERB ADP PRON ADJ NOUN PUNCT X
RT @USER2312 : Maybe If I Was Harry Styles I Could Swim Across The Atlantic .	X X PUNCT VERB SCONJ PRON VERB PROPN PROPN PRON AUX VERB NOUN DET NOUN PUNCT
LIVE on #Periscope : YoungBankRoll URL1563	ADJ ADP PROPN PUNCT PROPN NOUN
RT @USER1764 : they just Used winwin	X X PUNCT PRON ADV VERB X
RT @USER2213 : WMUR reporting that Cruz will announce intention to name Fiorina running mate .	X X PUNCT PROPN VERB PRON PROPN AUX VERB NOUN PART VERB PROPN VERB NOUN PUNCT
RT @USER1347 : 10 Thousand Times Faster Swift URL1075	X X PUNCT NUM NUM PROPN PROPN PROPN X
Peter Capaldi Confirms New Doctor Who Companion Has Been Cast : Current Doctor Who Peter Capaldi … URL857 #drwho #doctorwho	PROPN PROPN PROPN ADJ PROPN PRON VERB VERB ADJ NOUN PUNCT PROPN VERB PRON VERB X PUNCT PROPN NOUN X
You can get carried away with your desire to retreat from the ... More for Aries URL531	PRON AUX VERB VERB ADV ADP PRON NOUN PART VERB ADP DET PUNCT ADJ ADP NOUN X
@USER1431 btw , are you Hispanic ? I 've been meaning to ask !	PROPN ADV PUNCT AUX PRON VERB PUNCT PRON AUX AUX ADJ PART VERB PUNCT
RT @USER2631 : Wrong number texted me today URL374	X X PUNCT PROPN NOUN VERB PRON NOUN X
RT @USER382 : Ted Cruz promised people of Texas he 'd lead fight against Obamacare , exploding debt , cronyism & amnesty . Ted Cruz promised , t …	X X PUNCT PROPN PROPN PROPN NOUN ADP PROPN PRON AUX VERB NOUN ADP PROPN PUNCT PROPN PROPN PUNCT NOUN CCONJ NOUN PUNCT PROPN PROPN PROPN PUNCT X PUNCT
New goal : become an Olympic pup ! URL1019	ADJ NOUN PUNCT VERB DET NOUN NOUN PUNCT X
RT @USER740 : Donovan Mitchell 's athletic ability is unreal .	X X PUNCT PROPN PROPN PART ADJ NOUN AUX PROPN PUNCT
RT @USER2297 : The only straight I am is a straight up bitch	X X PUNCT DET ADJ ADV PRON AUX AUX DET ADJ ADP NOUN
I miss him 😔💙	PRON VERB PRON SYM
RT @USER504 : Tfry wild af 😂	X X PUNCT PROPN NOUN NOUN SYM
RT @USER1418 : Yeah getting buckets is important but so is stopping someone from getting them is too . URL722	X X PUNCT INTJ AUX NOUN AUX ADJ CCONJ ADV AUX VERB PRON SCONJ VERB PRON AUX ADV PUNCT X
RT @USER800 : Gone Viral ! This Mum & 1 Day Old Baby Sea Otter Cuddling Are A Cuteness Overload ! - CLICK --> >>> URL447 URL218 …	X X PUNCT PROPN NOUN PUNCT PRON NOUN CCONJ NUM NOUN PROPN PROPN PROPN X NOUN AUX DET ADJ NOUN PUNCT PUNCT PROPN SYM PROPN X X PUNCT
@USER54 thanks for sharing ---==AdamCSmith==--- , have a great Friday :) ( Want this FREE ? >> URL391 )	PROPN NOUN ADP PROPN PROPN PUNCT VERB DET ADJ PROPN SYM PUNCT VERB DET ADJ PUNCT PUNCT PROPN PUNCT
RT @USER631 : Most slept on artists of today 23 . ) Joey Purp URL1159	X X PUNCT ADJ NOUN ADP NOUN ADP NOUN NUM PUNCT PUNCT PROPN NOUN X
RT @USER95 : Dear Leaders of the Opposition ! Do nt let Your dislike for PM @USER2286 translate into your support for people who want …	X X PUNCT NOUN NOUN ADP DET NOUN PUNCT AUX PART VERB PRON NOUN ADP NOUN NOUN NOUN ADP PRON NOUN ADP NOUN PRON VERB PUNCT
How TO Get Over Your Ex Fast - URL1395 URL1513	ADV PART VERB ADP PRON SYM PROPN PUNCT PROPN X
Dierks Bentley Is Having Naked Nightmares About Hosting the ACM Awards - and Everyone Benefits ! URL618	PROPN PROPN AUX ADJ PROPN NOUN SCONJ NOUN DET NOUN NOUN PUNCT CCONJ PROPN NOUN PUNCT X
Mad men is got to be the best show of all time . Up there with the greats ( i.e. Sopranos ) if not the ultimate best .	PROPN NOUN AUX VERB PART AUX DET ADJ NOUN ADP DET NOUN PUNCT ADP PRON ADP DET NOUN PUNCT PROPN NOUN PUNCT SCONJ PART DET ADJ ADJ PUNCT
Hot Video ! ' In bed with Kanye ' : Sophie Monk parodies rapper 's ... URL428	ADJ NOUN PUNCT VERB ADP NOUN ADP PROPN PUNCT PUNCT PROPN PROPN PROPN NOUN PART PUNCT X
Planning a heist at Game to get a copy of No Man 's Sky instead of waiting a week . I know they have it .	VERB DET NOUN ADP NOUN PART VERB DET NOUN ADP DET NOUN PART VERB ADV SCONJ VERB DET NOUN PUNCT PRON VERB PRON VERB PRON PUNCT
Hello from the other side I must 've called a thousand times @USER2316	INTJ ADP DET ADJ NOUN PRON AUX AUX VERB DET NOUN NOUN NOUN
RT @USER988 : VIDEO : The @USER584 staged a live sit - in to address gun control measures and gun violence URL869 #NoB …	X X PUNCT X PUNCT DET NOUN VERB DET ADJ NOUN PUNCT ADP ADP NOUN PROPN PROPN NOUN CCONJ PROPN NOUN PROPN NOUN PUNCT
am i the only one that does n’t do anything the whole day but gets depressed when the day ends and sees they did n’t do anything	AUX PRON DET ADJ NOUN PRON AUX PART VERB PRON DET ADJ NOUN CCONJ VERB VERB ADV DET NOUN NOUN CCONJ VERB PRON AUX PART VERB PRON
A new territory is discovered in The Tribez & Castlez ! Can you unlock it too ? URL965 #android , #androidgames , #gameinsight	DET ADJ NOUN AUX ADJ ADP DET NOUN CCONJ NOUN PUNCT AUX PRON VERB PRON ADV PUNCT PROPN PROPN PUNCT PROPN PUNCT SYM
@USER2328 I love you in the purest sense	PROPN PRON VERB PRON ADP DET NOUN NOUN
@USER457 A1 ) 1 . Ninja Turtles 2 . Iron Man 3 . Captain America 4 . Patrick 5 . Darth Vader 6 . Spongebob #FlipkartCuriousCases	PROPN NUM PUNCT NUM PUNCT PROPN PROPN NUM PUNCT NOUN NOUN NUM PUNCT PROPN PROPN NUM PUNCT PROPN NUM PUNCT PROPN ADJ NUM PUNCT X X
RT @USER1901 : fucking endless women you do n't care about is n't gon na change the fact that you still love your ex girlfriend my nigga . …	X X PUNCT ADV ADJ NOUN PRON AUX PART VERB SCONJ AUX PART VERB PART VERB DET NOUN SCONJ PRON ADV VERB PRON NOUN NOUN PRON NOUN PUNCT PUNCT
181 Death and All His Friends #VeranoMTV2016 Coldplay #MTVHottest Coldplay	PROPN NOUN CCONJ DET PRON ADJ X PROPN PROPN X
* Tips To Get A Girlfriend Without Spending Too Much Money >> URL557	PUNCT NOUN PART VERB DET NOUN SCONJ VERB ADV ADJ NOUN PUNCT X
RT @USER298 : Highest quality tea tree oil on the market . #beauty #health #skincare #teatreeoil URL158 URL137 …	X X PUNCT PROPN ADJ NOUN NOUN NOUN ADP DET NOUN PUNCT PROPN PROPN PROPN PROPN X X PUNCT
Hey , @USER2366 , let 's go on a #DateNight to see @USER1892 . 💑😂 . I see lots of belly laughs in our future !!! 🔮 URL1434	INTJ PUNCT PROPN PUNCT VERB PART VERB ADP DET NOUN PART VERB PROPN PUNCT PROPN PUNCT PRON VERB NOUN ADP NOUN NOUN ADP PRON NOUN PUNCT X X
RT @USER1293 : Glaswegian burds say there 's nuhin sexier than the sound ae a boy rippin aff his velcro trainers	X X PUNCT PROPN NOUN VERB PRON AUX ADJ VERB ADP DET NOUN VERB DET NOUN NOUN VERB PRON NOUN X
Haters gon na hate	NOUN VERB PART VERB
@USER1645 you 've changed a lot jkjk	PROPN PRON AUX VERB DET NOUN NOUN
RT @USER2191 : This Rare Picture Captures Something That Happens In Less Than 1 Out Of 80,000 Births URL1010	X X PUNCT DET NOUN PROPN NOUN VERB PRON NOUN ADP NOUN NOUN NUM ADP ADP PROPN PROPN X
RT @USER1204 : Today is a big day if you are hoping to become a wealthy venture capitalist URL1505 h/t @USER621 URL220 …	X X PUNCT NOUN AUX DET ADJ NOUN SCONJ PRON AUX VERB PART VERB DET NOUN NOUN PROPN PROPN X X X PUNCT
RT @USER918 : It 's still 🍀🍀🍀🍀🍀 all day	X X PUNCT PRON AUX ADV VERB DET NOUN
@USER112 please follow me !!	PROPN INTJ VERB PRON PUNCT
RT @USER2423 : every time a white person meets a Muslim at a grocery store they write a dramatic Facebook post about it lol URL1633 …	X X PUNCT DET NOUN DET ADJ NOUN VERB DET NOUN ADP DET NOUN NOUN PRON VERB DET ADJ PROPN VERB ADP PRON INTJ X PUNCT
RT @USER2292 : 😂😂😂😂😂 ladies are enjoying this #SAMenBreakTheInternet	X X PUNCT SYM NOUN AUX VERB PRON NOUN
Here just swingin URL987	ADV ADV VERB SYM
RT @USER2531 : 10 . When Rihanna was getting LIT to her own song while getting a manicure , she was really feeling herself . 😍😜 URL224 …	X X PUNCT NUM PUNCT ADV PROPN AUX AUX ADJ ADP PRON ADJ NOUN SCONJ VERB DET NOUN PUNCT PRON AUX ADV VERB PRON PUNCT X X PUNCT
Thanks @USER2372 for the follow ! I really appreciate it ! Looking forward to learning more about you and what you do :-)	NOUN NOUN ADP DET NOUN PUNCT PRON ADV VERB PRON PUNCT VERB ADV PART VERB ADJ ADP PRON CCONJ PRON PRON VERB SYM
hell naw ... maybe after spring break URL346	NOUN INTJ PUNCT ADV ADP PROPN NOUN X
Looking for a new epilator ? Philips Satin Soft Wet & Dry Epilator now £ 30 ( WAS £ 100 ) from our OFFICIAL @USER1845 shop URL941	VERB ADP DET ADJ NOUN PUNCT VERB PROPN NOUN NOUN CCONJ VERB NOUN ADV SYM NUM PUNCT NUM SYM NUM PUNCT ADP PRON NOUN NOUN NOUN X
These guys are just so full of themselves , saying such things . " Great gesture and confidence booster " , apparently . URL384	DET NOUN AUX ADV ADV ADJ ADP PRON PUNCT VERB ADJ NOUN PUNCT PUNCT ADJ NOUN CCONJ ADJ NOUN PUNCT PUNCT PROPN PUNCT X
RT @USER627 : I 'm the most jealous person on the planet . what 's mine is mine , do n't look at it , do n't touch , and do n't even think ab …	X X PUNCT PRON AUX DET ADJ ADJ NOUN ADP DET NOUN PUNCT PRON AUX PRON AUX PRON PUNCT AUX PART VERB ADP PRON PUNCT AUX PART NOUN PUNCT CCONJ AUX PART ADV VERB PROPN PUNCT
RT @USER2022 : how I 'm gunna be when I have a family URL1545	X X PUNCT ADV PRON AUX ADJ AUX ADV PRON VERB DET NOUN NOUN
RT @USER1518 : Do n't talk bad about the person when things go south bc at one point in time that 's exactly what you wanted .	X X PUNCT AUX PART VERB ADJ ADP DET NOUN ADV NOUN VERB VERB ADP ADP NUM NOUN ADP NOUN PRON AUX ADV PRON PRON VERB PUNCT
Ray Wilkins urges Garde to play Villa ’s youngsters ; namechecks one particular talent - HITC #avfc URL498	PROPN PROPN PROPN NOUN PART VERB PROPN PART PROPN PUNCT PROPN NUM ADJ NOUN PUNCT PROPN PROPN X
RT @USER52 : Godfather behind the scenes URL1315	X X PUNCT VERB ADP DET NOUN NOUN
